cnes,nome,endereco,cidade,estado,email_unidade_saude,telefone,cep,pais
5831083,CLINICA MEDICA DO PITA,Ponte Maria Isis Ferreira - 9308,SAO GONCALO,RIO DE JANEIRO,joe@hand-cummerata.test,(21) 7036-8574,12995-622,Brasil
5021243,CLINICA MEDICA DR FERNANDO FERNANDES MACHADO,Avenida Kaique - 5146,NITEROI,RIO DE JANEIRO,zelda.herzog@raynor-schiller.example,(12) 3707-1067,87361-983,Brasil
3689999,CLINICA MEDICA DR HELIO MACHADO BUENO,Ponte Ana Vitória Cerqueira - 277,NITEROI,RIO DE JANEIRO,alfredo.heidenreich@wehner-reilly.test,(22) 7680-7787,56570-872,Brasil
5325536,CLINICA MEDICA DR WALTER SANTIAGO S S LTDA,Marginal Júlia - s/n,SAO JOAO DE MERITI,RIO DE JANEIRO,dion.kutch@medhurst.example,(83) 2104-9546,53137-188,Brasil
5906105,CLINICA MEDICA E CARDIOLOGICA DR RUI DOS ANJOS MORAES,Marginal Marcos Neves - 9884,RIO DE JANEIRO,RIO DE JANEIRO,emmitt.volkman@hessel-feest.test,(82) 2803-3271,74850-180,Brasil
5434831,CLINICA MEDICA EMAM,Alameda Daniel Taveira - 42602,RIO DE JANEIRO,RIO DE JANEIRO,gregg_abbott@hermann.test,(46) 4084-3344,01088-449,Brasil
3732932,CLINICA MEDICA E ODONTOLOGICA MADRI,Avenida Luiz Henrique Tavares - s/n,NOVA IGUACU,RIO DE JANEIRO,alfred@mohr-armstrong.test,(71) 4940-9888,19217-068,Brasil
2289695,CLINICA MEDICA E ODONTOLOGICA NOSSA SENHORA APARECIDA LT,Travessa Emilly - 566,BELFORD ROXO,RIO DE JANEIRO,dagmar_steuber@schultz.example,(46) 1641-4691,83072-540,Brasil
3183025,CLINICA MEDICA E UROLOGICA EMILIO KARAM,Viela Vinicius Roseira - 786,RIO DE JANEIRO,RIO DE JANEIRO,luanne@bernhard-veum.test,(77) 1938-7185,57427-821,Brasil
3811468,CLINICA MEDICA GAIO,Travessa Maria Clara - 93688,NOVA IGUACU,RIO DE JANEIRO,carroll.heathcote@oconnell-lebsack.test,(35) 2652-8894,85054-380,Brasil
7351887,CLINICA MEDICA J C G LTDA FILIAL,Avenida Arthur Henrique - 72533,BENTO GONCALVES,RIO GRANDE DO SUL,kacy.cassin@bechtelar-heller.test,(83) 7559-3290,69082-377,Brasil
3132293,CLINICA MEDICA MARICA,Avenida Calebe Ouriques - s/n,MARICA,RIO DE JANEIRO,twanna@smith.test,(62) 8623-9135,74468-059,Brasil
5952611,CLINICA MEDICA NEISE AZIZ,Avenida Sarah - 11785,MACAE,RIO DE JANEIRO,aaron@greenholt.example,(19) 3429-4937,87152-603,Brasil
3052591,CLINICA MEDICA ODONTOLOGICA DRA LEILA,Marginal Maria Isis Mendanha - 675,RIO DE JANEIRO,RIO DE JANEIRO,maryanne@botsford.example,(37) 9597-2457,36109-590,Brasil
3834867,CLINICA MEDICA ODONTOLOGICA GOMES E BARBOSA,Alameda Maria Eduarda - s/n,NOVA IGUACU,RIO DE JANEIRO,lesley.kuhlman@christiansen.example,(45) 9350-2395,03881-688,Brasil
2296780,CLINICA MEDICA ODONTOLOGICA SAO VICENTE B ROXO LTD,Alameda Lara - 5133,BELFORD ROXO,RIO DE JANEIRO,burma.dare@jacobs-rempel.test,(21) 6454-9475,60184-842,Brasil
5612098,CLINICA MEDICA PEDRO HENRIQUE,Alameda Sílvia - 294,NOVA IGUACU,RIO DE JANEIRO,alton_stoltenberg@fadel-effertz.example,(54) 2451-7827,86112-816,Brasil
5628466,CLINICA MEDICA POPULAR DE CAXIAS LTDA,Avenida Antonella da Cruz - 54159,DUQUE DE CAXIAS,RIO DE JANEIRO,alexis.effertz@sporer.test,(18) 2356-6979,24824-252,Brasil
3678571,CLINICA MEDICA SANTA CLARA,Marginal Djalma Bentes - 2130,NOVA IGUACU,RIO DE JANEIRO,gianna.lebsack@ohara.test,(43) 9411-2740,08099-211,Brasil
3189902,CLINICA MEDICA SANTA TEREZINHA,Rodovia Luan Peres - 811,NOVA IGUACU,RIO DE JANEIRO,lamar_paucek@wyman.example,(66) 6162-4144,08955-246,Brasil
5125626,CLINICA MEDICA SAO JUDAS TADEU,Marginal Eduardo Gomide - 87266,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,deandre@runolfsdottir-armstrong.example,(55) 0982-7857,19692-420,Brasil
9604162,CLINICA MEDICA SAUDE E BEM ESTAR,Avenida Davi Luiz - 3805,BRASILIA,DISTRITO FEDERAL,bret_mueller@wehner-nolan.test,(64) 3737-9579,30908-531,Brasil
3608662,CLINICA MEDICA SERPAS LTDA,Avenida Isadora - 6395,TERESOPOLIS,RIO DE JANEIRO,wenona@anderson.example,(22) 9611-6696,90795-024,Brasil
5887003,CLINICA MEDICA SESSIN,Alameda Davi Luca Hermingues - 33352,NOVA IGUACU,RIO DE JANEIRO,edmund@funk.example,(96) 1552-3845,82561-647,Brasil
3318893,CLINICA MEDICA TECHY,Avenida Allana - 375,PONTA GROSSA,PARANA,jeffery@gutkowski.test,(97) 7848-8995,16636-222,Brasil
5175089,CLINICA MEDITA,Alameda Sílvia - s/n,ITABORAI,RIO DE JANEIRO,brant@larkin-heidenreich.test,(48) 3163-3389,27756-203,Brasil
3342166,CLINICA MENTIS,Ponte Sílvia Soares - 8350,RIO DE JANEIRO,RIO DE JANEIRO,annmarie@ohara.example,(69) 2212-0507,41160-208,Brasil
5015863,CLINICA MORELLI,Ponte Maria Cecília - 1302,NOVA IGUACU,RIO DE JANEIRO,jennine@johns.test,(73) 0323-4347,70356-194,Brasil
3132935,CLINICA MULHER GINECOLOGIA E OBSTETRICIA LTDA,Rodovia Esther - s/n,VOLTA REDONDA,RIO DE JANEIRO,marion@batz.test,(67) 1809-5978,66768-664,Brasil
9182721,CLINICA MUNICIPAL DA CRIANCA CELIO CARVALHO MARTINS,Rodovia Maria Luiza - 9885,SAO GONCALO,RIO DE JANEIRO,marinda.bosco@parker-stiedemann.example,(15) 6496-5149,09699-696,Brasil
9384545,CLINICA MUNICIPAL EURICLIDES DE JESUS ZERBINI,Alameda Tiago - 65533,SAO GONCALO,RIO DE JANEIRO,lauralee@orn-feest.example,(93) 8512-5663,45469-186,Brasil
2291789,CLINICA MUNICIPAL GONCALENSE UNIDADE BARRO VERMELHO,Alameda João Victor da Mota - 7415,SAO GONCALO,RIO DE JANEIRO,luigi@batz-kertzmann.example,(43) 8529-4939,91532-533,Brasil
5383757,CLINICA NEUROLOGICA LUIZ ALVES,Alameda Heloísa - 5747,RIO DE JANEIRO,RIO DE JANEIRO,sherwood@stamm-jerde.test,(42) 0191-4687,99614-154,Brasil
3211452,CLINICA NEUROLOGICA TRES RIOS,Viela Maria Laura - s/n,TRES RIOS,RIO DE JANEIRO,thaddeus_orn@kerluke.test,(94) 7582-2290,87315-679,Brasil
3209016,CLINICA NEURO VASCULAR,Rodovia Tomás Peixoto - s/n,NOVA IGUACU,RIO DE JANEIRO,cornell@turcotte-pacocha.example,(37) 3599-1955,14725-301,Brasil
3148009,CLINICA NOSSA SENHORA DA LUZ,Rua Fabrício Modesto - 8131,RIO DE JANEIRO,RIO DE JANEIRO,evan@grady-goyette.example,(55) 5656-9479,35710-121,Brasil
5547768,CLINICA NOSSA SENHORA DAS GRACAS,Rodovia Nicole Negrão - 944,TRES RIOS,RIO DE JANEIRO,archie@west.test,(34) 3145-4518,99523-259,Brasil
2297515,CLINICA NOSSA SENHORA DAS VITORIAS,Marginal Núbia de Oliveira - s/n,SAO GONCALO,RIO DE JANEIRO,lucila_wilderman@russel-raynor.test,(18) 7364-8437,43850-927,Brasil
2273632,CLINICA NOVA GUANABARA,Travessa Maria Helena Resende - s/n,RIO DE JANEIRO,RIO DE JANEIRO,truman_maggio@bednar.example,(55) 3872-2849,12661-567,Brasil
3806146,CLINICA NOVA ODONTO,Alameda Beatriz - 171,NOVA IGUACU,RIO DE JANEIRO,dewitt_little@wilderman.test,(74) 1655-5828,19210-426,Brasil
3006131,CLINICA OBSTETRICA SANTA MARIA MADALENA,Marginal Maria Luiza das Neves - s/n,RIO DE JANEIRO,RIO DE JANEIRO,dusty@pfeffer-barrows.test,(91) 3308-1440,03250-313,Brasil
5672104,CLINICA ODONTLOGICA INTEGRADA ARCALIS BARRA,Rua Malu Fernandes - 841,RIO DE JANEIRO,RIO DE JANEIRO,ethel.hagenes@conroy.test,(49) 1974-5663,37768-402,Brasil
7917392,CLINICA ODONTOLOGIA INTEGRADA GISELA BORIN,Marginal Clarice Solimões - s/n,SAO PAULO,SAO PAULO,lucius@schamberger.example,(63) 1717-1401,82249-323,Brasil
5079950,CLINICA ODONTOLOGICA ALAN RIVERA,Alameda Alícia - 85420,NITEROI,RIO DE JANEIRO,katelyn@predovic-wisoky.example,(17) 5494-1945,64879-161,Brasil
2295008,CLINICA ODONTOLOGICA ANTONIO AUGUSTO DA PAZ,Rua Melissa - 18616,CARAPEBUS,RIO DE JANEIRO,amina.bechtelar@runolfsdottir.example,(85) 3404-1757,21668-824,Brasil
3664635,CLINICA ODONTOLOGICA BL BATISTA,Marginal Raul Laranjeira - s/n,NOVA IGUACU,RIO DE JANEIRO,jane_ohara@rohan-berge.example,(81) 5244-3506,37183-663,Brasil
5300894,CLINICA ODONTOLOGICA CLAUDIA MARINHO,Rua Pietro - 18316,RIO DE JANEIRO,RIO DE JANEIRO,lloyd.rowe@deckow.test,(94) 1262-0139,31238-055,Brasil
5065887,CLINICA ODONTOLOGICA CLAUDIO SOLON,Viela Nicole - 1118,NOVA IGUACU,RIO DE JANEIRO,oren.erdman@strosin.example,(21) 4817-6610,88971-997,Brasil
5483611,CLINICA ODONTOLOGICA CLAUDIO SOLON LTDA,Alameda João Samuel da Fronteira - s/n,NILOPOLIS,RIO DE JANEIRO,luciano.leffler@mccullough.example,(74) 9820-3696,22237-308,Brasil
5110866,CLINICA ODONTOLOGICA CLEAR DENT LTDA,Alameda Erick - 89281,NILOPOLIS,RIO DE JANEIRO,dwayne@parisian.example,(33) 7663-2973,11407-932,Brasil
3541614,CLINICA ODONTOLOGICA CORRETIVA LTDA,Travessa Levi - 729,DUQUE DE CAXIAS,RIO DE JANEIRO,louanne_gerlach@tillman-vonrueden.test,(31) 1735-3148,88626-490,Brasil
3053628,CLINICA ODONTOLOGICA DE NILOPOLIS LTDA,Alameda Beatriz - 97035,NILOPOLIS,RIO DE JANEIRO,ashley.okuneva@langworth.example,(11) 1490-7032,66237-572,Brasil
3807983,CLINICA ODONTOLOGICA D K,Travessa Sirineu - 113,DUQUE DE CAXIAS,RIO DE JANEIRO,alline.mcdermott@stamm-corkery.example,(42) 3895-6580,86789-941,Brasil
2272709,CLINICA ODONTOLOGICA DO INSTITUTO DE SAUDE DE NOVA FRIBURGO,Ponte Esther Datena - 135,NOVA FRIBURGO,RIO DE JANEIRO,samatha_reilly@willms.example,(55) 1386-4187,81820-282,Brasil
5477646,CLINICA ODONTOLOGICA DO LEBLON,Alameda Vinícius - 506,RIO DE JANEIRO,RIO DE JANEIRO,kareem_wiza@kulas.example,(49) 4551-9269,28362-405,Brasil
5602807,CLINICA ODONTOLOGICA DRA FERNANDA LOUREIRO,Marginal Davi Luca - 530,RIO DE JANEIRO,RIO DE JANEIRO,imogene_parisian@gleason.test,(69) 1558-3412,45898-566,Brasil
5159857,CLINICA ODONTOLOGICA DRA FERNANDA MARINHO CORTES,Rua Marcos - s/n,RIO DE JANEIRO,RIO DE JANEIRO,brynn@schowalter-walter.example,(65) 0191-9963,62231-397,Brasil
5236843,CLINICA ODONTOLOGICA DR AMARAL,Marginal Melissa Ramires - s/n,NITEROI,RIO DE JANEIRO,scott_kris@ankunding.example,(28) 7178-5401,16868-610,Brasil
3187071,CLINICA ODONTOLOGICA DRA WALMIRA G B OLIVEIRA,Rua Isadora Rêgo - 70195,RIO DE JANEIRO,RIO DE JANEIRO,terrance@thiel.test,(92) 8292-6144,41849-230,Brasil
5169674,CLINICA ODONTOLOGICA DR MARCIO F L PERROTTA,Marginal Roberto - s/n,RIO DE JANEIRO,RIO DE JANEIRO,jeremy@waelchi.test,(38) 5190-0268,03175-067,Brasil
5720982,CLINICA ODONTOLOGICA E MEDICA DE RIO DAS OSTRAS EIRELI,Avenida Ana Clara - 8595,RIO DAS OSTRAS,RIO DE JANEIRO,sharan@mayert-runolfsdottir.test,(98) 1855-7811,92688-105,Brasil
5303605,CLINICA ODONTOLOGICA ESPACO ORAL,Travessa Manuela - 89178,RIO DE JANEIRO,RIO DE JANEIRO,mac_quigley@weber.test,(32) 2797-0188,07822-542,Brasil
3549283,CLINICA ODONTOLOGICA GMA LTDA,Rua Emilly Dorneles - 953,DUQUE DE CAXIAS,RIO DE JANEIRO,grayce@barrows-lind.example,(85) 0129-2046,52314-533,Brasil
5125898,CLINICA ODONTOLOGICA INTEGRAL ORAL PLUS,Ponte Rafael Franco - 78283,RIO DE JANEIRO,RIO DE JANEIRO,chau.herman@kuphal.example,(67) 0732-4847,85329-497,Brasil
5864615,CLINICA ODONTOLOGICA IRMAOS THEODORO,Ponte Ofélia Barreto - 47572,DUQUE DE CAXIAS,RIO DE JANEIRO,emeline_lockman@miller.test,(75) 1384-9770,96541-745,Brasil
2298627,CLINICA ODONTOLOGICA JOSE FONSECA,Travessa Enzo Miguel Pinheira - 204,NOVA IGUACU,RIO DE JANEIRO,vince.mertz@purdy-barton.test,(14) 8786-3629,55963-542,Brasil
5369568,CLINICA ODONTOLOGICA JULIO AZAMBUJA LTDA,Ponte Ana Cecília Rocha - 9692,DUQUE DE CAXIAS,RIO DE JANEIRO,bernard@williamson.example,(65) 7974-1485,39312-933,Brasil
5109604,CLINICA ODONTOLOGICA LUCIANA GONCALVES,Ponte Isis - s/n,RIO DE JANEIRO,RIO DE JANEIRO,sonia_harber@konopelski.example,(64) 5083-8447,61014-869,Brasil
5462770,CLINICA ODONTOLOGICA MONTEIRO CLIMOL,Rua Mércia - s/n,RIO DE JANEIRO,RIO DE JANEIRO,erica_braun@harris.example,(21) 9340-3401,20247-392,Brasil
5705924,CLINICA ODONTOLOGICA PENIEL ANIL,Ponte Sirineu - 15320,RIO DE JANEIRO,RIO DE JANEIRO,keshia@jacobi.example,(18) 3539-5715,32009-508,Brasil
5705940,CLINICA ODONTOLOGICA PENIEL OLARIA,Ponte Ana Sophia Resende - 819,RIO DE JANEIRO,RIO DE JANEIRO,marcelo_smith@upton-dicki.example,(41) 0257-3810,79171-991,Brasil
3141799,CLINICA ODONTOLOGICA RIBEIRO MARTINELLI LTDA,Rodovia Beatriz - 936,VOLTA REDONDA,RIO DE JANEIRO,rusty@dietrich-toy.example,(63) 3972-1587,88860-722,Brasil
5463734,CLINICA ODONTOLOGICA SAUDE DENTAL,Travessa João Guilherme Ramos - s/n,RIO DE JANEIRO,RIO DE JANEIRO,joel_harber@bechtelar-veum.test,(37) 3669-4862,30921-339,Brasil
3784215,CLINICA ODONTOLOGICA SERANAS,Rua Ana Laura Beltrão - 519,RIO DE JANEIRO,RIO DE JANEIRO,mei@parker-bode.test,(64) 2500-5541,06047-751,Brasil
5159881,CLINICA ODONTOLOGICA SIMANTOB MALIKI,Viela Carlos Eduardo - s/n,RIO DE JANEIRO,RIO DE JANEIRO,grant_macejkovic@ward-reichert.example,(14) 4987-1938,28625-095,Brasil
3346978,CLINICA ODONTO QUALITY LTDA ME,Rua Igor - 4109,NILOPOLIS,RIO DE JANEIRO,stan_mcclure@abbott.example,(74) 9971-4675,79717-699,Brasil
3400344,CLINICA ODONTO RADIOLOGICA COPA 500 LTDA,Rodovia Luiz Miguel de Lara - 3545,RIO DE JANEIRO,RIO DE JANEIRO,myles@schaefer.example,(38) 4435-5588,95933-742,Brasil
5516854,CLINICA OFTALMOLOGICA,Alameda Heitor Saraiva - 53558,ANGRA DOS REIS,RIO DE JANEIRO,elmira.lubowitz@olson.example,(13) 9532-9138,80294-076,Brasil
6673848,CLINICA OFTALMOLOGICA ANDRA,Travessa Liz - 3581,LONDRINA,PARANA,sherie@waters-murray.test,(92) 7822-6740,19269-994,Brasil
5277973,CLINICA OFTALMOLOGICA DR DONATO,Rua Víctor - s/n,RIO DE JANEIRO,RIO DE JANEIRO,mozell.green@oconner-bartoletti.example,(75) 5041-9938,98286-357,Brasil
5296560,CLINICA OFTALMOLOGICA ERTHAL ROBBS,Rodovia João Gabriel Leiria - 8642,NITEROI,RIO DE JANEIRO,adella_brekke@hessel.example,(81) 7065-4278,36638-321,Brasil
7415540,CLINICA OFTALMOLOGICA PARAGUASSU,Rua Maria Luiza Carvalho - 754,SAO PAULO,SAO PAULO,lawrence@rolfson.example,(21) 9034-1124,97328-101,Brasil
3885992,CLINICA OFTALMOLOGICA VER,Avenida Lucas - 41955,VOLTA REDONDA,RIO DE JANEIRO,george@brakus.example,(93) 4681-1822,56780-257,Brasil
5073863,CLINICA OFTALMOVALE,Marginal Gabriela - 63811,RESENDE,RIO DE JANEIRO,dulce@kihn-jones.example,(48) 2123-2964,62796-952,Brasil
2286173,CLINICA OGA MIRANDA,Rua Pedro - 598,SAO JOAO DA BARRA,RIO DE JANEIRO,cortez@hammes-goldner.example,(95) 2389-2078,47858-144,Brasil
3346552,CLINICA ONCOLOGICA DR JOSE CARLOS DO VALLE,Travessa Pietra - 94848,RIO DE JANEIRO,RIO DE JANEIRO,marcene@sporer-cronin.example,(98) 3114-3882,87401-648,Brasil
5583381,CLINICA ORIENTAL,Avenida João - s/n,VOLTA REDONDA,RIO DE JANEIRO,josiah@bayer.test,(73) 5087-8504,68497-511,Brasil
5723337,CLINICA ORTHOS,Marginal Malu Arantes - 2340,MACAE,RIO DE JANEIRO,veronika.macejkovic@bradtke.example,(21) 5112-5768,38336-449,Brasil
2702924,CLINICA ORTHOS LTDA,Viela Gustavo de Quadros - s/n,MACAE,RIO DE JANEIRO,dudley@murphy.example,(87) 6218-4816,26041-753,Brasil
3347028,CLINICA ORTOPEDICA BANGU,Rodovia Nathan - s/n,RIO DE JANEIRO,RIO DE JANEIRO,oliver.tillman@berge-renner.test,(32) 3518-5913,24809-316,Brasil
3820432,CLINICA ORTOPEDICA DA ILHA,Marginal João Gabriel Gomes - 2210,RIO DE JANEIRO,RIO DE JANEIRO,marilyn@jast.example,(67) 6356-9858,55512-107,Brasil
3336123,CLINICA ORTOPEDICA DO MEIER,Avenida Camila da Barra - 3192,RIO DE JANEIRO,RIO DE JANEIRO,adalberto@lubowitz.example,(51) 2105-5112,13385-145,Brasil
3713660,CLINICA ORTOPEDICA DO RECREIO,Alameda Maria Eduarda Espinheira - s/n,RIO DE JANEIRO,RIO DE JANEIRO,wilfredo_heidenreich@ullrich.example,(33) 4797-1358,48807-873,Brasil
5215005,CLINICA ORTOPEDICA DR CARLOS LEVI TERRA,Travessa Alexandre da Madureira - 2561,MACAE,RIO DE JANEIRO,franklin_tillman@lesch.test,(47) 8756-3660,60142-658,Brasil
5346355,CLINICA ORTOPEDICA DR LIDIO TOLEDO,Viela Alice Diegues - s/n,RIO DE JANEIRO,RIO DE JANEIRO,kaylee@donnelly.example,(41) 6628-3110,18150-322,Brasil
3784894,CLINICA ORTOPEDICA EDUARDO CAMPELLO,Avenida Enzo Quarteira - 426,RIO DE JANEIRO,RIO DE JANEIRO,daria.kreiger@breitenberg-goyette.test,(13) 5650-4813,41213-664,Brasil
2272733,CLINICA ORTOPEDICA E TRAUMATOLOGICA DE NOVA FRIBURGO SC,Rua Arthur Henrique - 4358,NOVA FRIBURGO,RIO DE JANEIRO,abdul@kris.example,(71) 3320-2981,36129-307,Brasil
3052729,CLINICA ORTOPEDICA GUSTAVO FIALHO,Marginal Paula - s/n,RIO DE JANEIRO,RIO DE JANEIRO,doug@brown.test,(18) 9030-7029,28028-124,Brasil
3784045,CLINICA ORTOPEDICA MAIORANO,Marginal Enzo Gabriel Aragão - 541,RIO DE JANEIRO,RIO DE JANEIRO,hilton@fahey.test,(71) 0174-3206,19686-276,Brasil
3329054,CLINICA ORTOPEDICA NOVA IGUACU,Avenida Laís Palmeira - 33528,NOVA IGUACU,RIO DE JANEIRO,sherman.hickle@wuckert-gleason.example,(66) 4492-6084,57001-440,Brasil
3670368,CLINICA ORTOPEDICA PESSOA,Rua Milena - s/n,DUQUE DE CAXIAS,RIO DE JANEIRO,vicki.reilly@walsh.test,(48) 2089-4729,46408-746,Brasil
3336492,CLINICA ORTOPEDICA SERGIO CORDEIRO,Viela Maria Valentina Henriques - 619,RIO DE JANEIRO,RIO DE JANEIRO,inocencia@beatty-grimes.example,(21) 4595-0186,36553-741,Brasil
3230589,CLINICA ORTOPEDICA SERGIO CORDEIRO COPACABANA,Avenida Francisca - s/n,RIO DE JANEIRO,RIO DE JANEIRO,anh@mayer.example,(97) 9059-3469,11433-610,Brasil
5288630,CLINICA ORTOPEDICA TRATAMENTO DO OMBRO E JOELHO,Viela Maria Vitória - 579,RIO DE JANEIRO,RIO DE JANEIRO,maple.kautzer@langosh-rempel.example,(97) 0348-2749,51623-288,Brasil
5433975,CLINICA ORTOPEDICA VALPARAISO LTDA,Rua João Felipe Brum - 7925,PETROPOLIS,RIO DE JANEIRO,xenia.rippin@hickle.example,(66) 1484-3126,00675-732,Brasil
5905834,CLINICA ORTOPLASTIKA,Avenida Maya Goulart - 9104,RIO DE JANEIRO,RIO DE JANEIRO,cami@rippin-rogahn.test,(82) 6088-4324,41318-774,Brasil
3526054,CLINICA OTO ALERGICA,Marginal Márcia Muniz - 4310,DUQUE DE CAXIAS,RIO DE JANEIRO,cody.sawayn@douglas-spinka.test,(66) 8937-6917,65402-148,Brasil
3057445,CLINICA OTORRINOS ASSOCIADOS,Rua João Samuel - 30357,RIO DE JANEIRO,RIO DE JANEIRO,wendolyn@nolan.example,(44) 7057-9460,61560-700,Brasil
3450678,CLINICA PATER ALDEIA,Travessa Antonia Álvares - 89906,NITEROI,RIO DE JANEIRO,daniel@reichel.test,(68) 3255-8303,81924-166,Brasil
5350085,CLINICA PECLAT,Marginal Bento Sá - 87789,RIO DE JANEIRO,RIO DE JANEIRO,rudy@robel.test,(73) 3866-8917,89995-441,Brasil
3713628,CLINICA PEDIATRICA,Rodovia Adriana - 56255,PARAIBA DO SUL,RIO DE JANEIRO,levi@boyer.test,(68) 7798-5957,00793-838,Brasil
5328942,CLINICA PEDIATRICA DA BARRA,Viela João Lucas Bentes - 3993,RIO DE JANEIRO,RIO DE JANEIRO,terrell@walker.example,(37) 8806-4899,98717-965,Brasil
3472760,CLINICA PEDIATRICA DOUTOR CAROLINO AUGUSTO SILVA,Rodovia Maria Clara Godins - 90726,NOVA IGUACU,RIO DE JANEIRO,chang.balistreri@macejkovic-hamill.example,(85) 4764-2827,60056-549,Brasil
2294559,CLINICA PEDIATRICA DR AFONSO LUSTOSA,Marginal Alice Grotas - 495,QUATIS,RIO DE JANEIRO,boyce.roob@connelly-terry.test,(28) 9569-3395,97223-464,Brasil
3829170,CLINICA PEDIATRICA DR CARLOS HENRIQUE,Viela João Gabriel - 167,NITEROI,RIO DE JANEIRO,miles@windler.example,(22) 7180-5357,54898-931,Brasil
5428874,CLINICA PELLE,Viela Bruna Santana - 6600,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,cathi@collins.example,(89) 5851-7415,25771-398,Brasil
3931528,CLINICA PELLE,Rua Ana Lívia - 8054,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,emanuel.botsford@crooks-bashirian.example,(17) 9856-5623,30739-908,Brasil
3148548,CLINICA PHYSIOCENTER BARRA,Viela Víctor das Neves - 72185,RIO DE JANEIRO,RIO DE JANEIRO,bruno@upton.test,(98) 7967-2204,39742-468,Brasil
3556581,CLINICA PHYSIOMEDI LTDA ME,Avenida Stella Ouriques - 60208,RIO DAS OSTRAS,RIO DE JANEIRO,anastasia@bartell-ferry.test,(45) 0160-2025,71835-619,Brasil
5522919,CLINICA PINGUIM,Viela João Miguel do Prado - 646,SAO GONCALO,RIO DE JANEIRO,wilton_paucek@okuneva.example,(75) 3213-5925,65781-586,Brasil
5207142,CLINICA POLIFISIO,Rua Félix - s/n,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,glen@donnelly-considine.example,(34) 5709-3433,09563-063,Brasil
5529549,CLINICA PONTES,Ponte Maria Laura - 29964,RIO DE JANEIRO,RIO DE JANEIRO,lemuel_roberts@conroy.example,(79) 7853-4437,33608-474,Brasil
3085503,CLINICA PORTUGAL,Travessa Maria Eduarda - s/n,RIO DE JANEIRO,RIO DE JANEIRO,avery@dare.test,(63) 3069-2518,34600-850,Brasil
5968879,CLINICA POUSADA DAS BROMELIAS,Avenida Samuel - 927,PETROPOLIS,RIO DE JANEIRO,devon@lind.example,(13) 4776-8120,43821-420,Brasil
3053636,CLINICA PRACA SECA,Marginal Maria Júlia - 3836,RIO DE JANEIRO,RIO DE JANEIRO,darron.legros@romaguera-senger.test,(14) 7698-6338,55641-499,Brasil
5829348,CLINICA PREV DENT,Avenida Lorraine - 1782,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,lavonne@koelpin.test,(33) 1324-6337,65611-251,Brasil
5748372,CLINICA PRIMAVERA,Rua Aline - 9807,RIO DE JANEIRO,RIO DE JANEIRO,amy_koch@rice-olson.test,(17) 2431-3273,31617-653,Brasil
3599116,CLINICA PROVIDA,Viela Amanda Palhares - 21871,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,christopher_kutch@white-douglas.example,(69) 1400-8229,33959-710,Brasil
7810105,CLINICA PSIQUE,Viela Rafaela - s/n,RONDONOPOLIS,MATO GROSSO,shasta_aufderhar@franecki.test,(34) 7804-0167,37987-870,Brasil
5383080,CLINICA PSIQUIATRA DR DINIZ NUNES,Viela Warley do Prado - 279,NOVA IGUACU,RIO DE JANEIRO,bruno@vonrueden-durgan.test,(86) 2388-6416,19443-260,Brasil
5772036,CLINICAR,Marginal Maya - 7341,MACAE,RIO DE JANEIRO,lucius@kub-williamson.example,(94) 0787-0166,42333-387,Brasil
3132145,CLINICA RADIOLOGIA ALCANTARA,Avenida Benício - 14460,SAO GONCALO,RIO DE JANEIRO,clint.wunsch@walter-steuber.example,(41) 2416-3109,26939-819,Brasil
2277999,CLINICA RADIOLOGICA,Alameda João Lucas - 751,CABO FRIO,RIO DE JANEIRO,dominic_langworth@lueilwitz.example,(66) 5350-7349,18322-299,Brasil
5469112,CLINICA RADIOLOGICA DR MOURAO NETTO,Rua Arthur Miguel - 93043,RIO DE JANEIRO,RIO DE JANEIRO,malinda.schmitt@schowalter.test,(91) 0910-0591,09797-074,Brasil
3400387,CLINICA RADIOLOGICA DR THADEU LUCCHESI,Rua Vitor Santana - 6095,RIO DE JANEIRO,RIO DE JANEIRO,rudy_jast@auer.test,(68) 8273-5206,77896-197,Brasil
3029166,CLINICA RADIOLOGICA FELICIANO SODRE LTDA,Travessa Joaquim - 12913,SAO GONCALO,RIO DE JANEIRO,renita.lesch@luettgen-smitham.test,(84) 8072-0707,42297-967,Brasil
2273039,CLINICA RADIOLOGICA JDUTRA BAYAO,Travessa Talita Caseira - 156,NITEROI,RIO DE JANEIRO,erminia_deckow@schowalter.example,(13) 3492-6277,31564-930,Brasil
3784649,CLINICA RADIOLOGICA LAURINDO QUARESMA,Viela Louise - 5877,RIO DE JANEIRO,RIO DE JANEIRO,moira@zemlak-sanford.test,(12) 8106-6026,24076-852,Brasil
2293978,CLINICA RADIOLOGICA NILOPOLIS LTDA,Rua Maria Flor Lopes - 550,NILOPOLIS,RIO DE JANEIRO,christina@bernhard.test,(79) 6382-9617,43092-436,Brasil
2281996,CLINICA RADIOLOGICA NOVA IGUACU LTDA,Alameda Bianca - 388,NOVA IGUACU,RIO DE JANEIRO,son@mante.test,(48) 6838-2981,98801-382,Brasil
